Metodo,Dist,RT,Escenc,Mapa,ED,FO,G,E,U,T,TO
HEURISTICA,CLOUD,MEDIUM,NO,100,500,2.3,1,500,0.1897,0.205,
CPLEX,UNIFORME,MEDIUM,SI,100,20,14.09,7,134,0.0101,0.38,
CPLEX,UNIFORME,MEDIUM,SI,100,20,13.94,8,111,0.0101,0.07,
CPLEX,UNIFORME,MEDIUM,SI,100,20,13.94,8,111,0.0101,0.07,
CPLEX,UNIFORME,MEDIUM,SI,100,20,13.5,5,163,0.009,0.08,
CPLEX,UNIFORME,MEDIUM,SI,100,20,13.58,6,143,0.011,0.09,
CPLEX,UNIFORME,MEDIUM,NO,100,20,2.31,1,20,0.008,0.66,
CPLEX,UNIFORME,MEDIUM,NO,100,20,2.31,1,21,0.0066,0.75,
CPLEX,UNIFORME,MEDIUM,NO,100,20,2.33,1,21,0.0072,0.91,
CPLEX,UNIFORME,MEDIUM,NO,100,20,2.23,1,20,0.006,0.74,
CPLEX,UNIFORME,MEDIUM,NO,100,20,2.25,1,20,0.0065,0.86,
HEURISTICA,UNIFORME,MEDIUM,SI,100,20,17.49,10,138,0.0151,0.001,
HEURISTICA,UNIFORME,MEDIUM,SI,100,20,17.7,11,127,0.009,0.001,
HEURISTICA,UNIFORME,MEDIUM,SI,100,20,16.02,11,95,0.007,0.001,
HEURISTICA,UNIFORME,MEDIUM,SI,100,20,16.03,4,228,0.0161,0.001,
HEURISTICA,UNIFORME,MEDIUM,SI,100,20,16.99,10,132,0.01,0.001,
